,Packet_payload,TTP,Malicious_score
565,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 38 33 34 0d 0a,TA0002 T1059 T1059.004,4.0
566,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 36 36 36 0d 0a,TA0002 T1059 T1059.004,4.0
567,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 34 32 31 0d 0a,TA0002 T1059 T1059.004,4.0
568,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 32 35 31 0d 0a,TA0002 T1059 T1059.004,4.0
569,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 35 34 38 0d 0a,TA0002 T1059 T1059.004,4.0
570,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 31 37 38 30 0d 0a,TA0002 T1059 T1059.004,4.0
571,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 35 34 31 0d 0a,TA0002 T1059 T1059.004,4.0
572,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 31 38 34 0d 0a,TA0002 T1059 T1059.004,4.0
573,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 35 30 37 0d 0a,TA0002 T1059 T1059.004,4.0
574,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 38 35 38 0d 0a,TA0002 T1059 T1059.004,4.0
575,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 32 38 32 37 0d 0a,TA0002 T1059 T1059.004,4.0
576,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 33 36 36 33 0d 0a,TA0002 T1059 T1059.004,4.0
577,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 32 38 35 30 0d 0a,TA0002 T1059 T1059.004,4.0
578,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 32 37 32 0d 0a,TA0002 T1059 T1059.004,4.0
579,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 32 35 34 0d 0a,TA0002 T1059 T1059.004,4.0
580,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 36 36 31 0d 0a,TA0002 T1059 T1059.004,4.0
581,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 37 38 31 0d 0a,TA0002 T1059 T1059.004,4.0
582,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 30 35 30 36 0d 0a,TA0002 T1059 T1059.004,4.0
583,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 31 30 37 30 0d 0a,TA0002 T1059 T1059.004,4.0
584,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 32 37 36 32 0d 0a,TA0002 T1059 T1059.004,4.0
585,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 37 32 31 0d 0a,TA0002 T1059 T1059.004,4.0
586,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 31 38 33 31 0d 0a,TA0002 T1059 T1059.004,4.0
587,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 35 36 32 0d 0a,TA0002 T1059 T1059.004,4.0
588,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 31 31 33 35 0d 0a,TA0002 T1059 T1059.004,4.0
589,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 30 35 38 35 0d 0a,TA0002 T1059 T1059.004,4.0
590,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 30 31 33 0d 0a,TA0002 T1059 T1059.004,4.0
591,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 36 36 38 31 0d 0a,TA0002 T1059 T1059.004,4.0
592,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 31 38 37 0d 0a,TA0002 T1059 T1059.004,4.0
593,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 34 31 34 0d 0a,TA0002 T1059 T1059.004,4.0
594,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 34 33 32 0d 0a,TA0002 T1059 T1059.004,4.0
595,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 32 37 33 0d 0a,TA0002 T1059 T1059.004,4.0
596,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 36 36 37 0d 0a,TA0002 T1059 T1059.004,4.0
597,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 38 33 32 0d 0a,TA0002 T1059 T1059.004,4.0
598,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 31 33 36 0d 0a,TA0002 T1059 T1059.004,4.0
599,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 38 31 35 0d 0a,TA0002 T1059 T1059.004,4.0
600,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 35 35 33 0d 0a,TA0002 T1059 T1059.004,4.0
601,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 30 36 33 38 0d 0a,TA0002 T1059 T1059.004,4.0
602,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 34 37 33 0d 0a,TA0002 T1059 T1059.004,4.0
603,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 33 31 38 37 0d 0a,TA0002 T1059 T1059.004,4.0
604,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 31 32 35 35 0d 0a,TA0002 T1059 T1059.004,4.0
605,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 32 37 37 35 0d 0a,TA0002 T1059 T1059.004,4.0
606,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 32 35 32 30 0d 0a,TA0002 T1059 T1059.004,4.0
607,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 35 33 35 0d 0a,TA0002 T1059 T1059.004,4.0
608,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 37 30 35 0d 0a,TA0002 T1059 T1059.004,4.0
609,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 33 32 33 30 0d 0a,TA0002 T1059 T1059.004,4.0
610,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 32 34 35 0d 0a,TA0002 T1059 T1059.004,4.0
611,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 38 36 37 0d 0a,TA0002 T1059 T1059.004,4.0
612,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 33 35 38 0d 0a,TA0002 T1059 T1059.004,4.0
613,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 33 35 34 37 0d 0a,TA0002 T1059 T1059.004,4.0
614,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 32 33 30 0d 0a,TA0002 T1059 T1059.004,4.0
615,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 30 37 33 37 0d 0a,TA0002 T1059 T1059.004,4.0
616,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 30 37 33 0d 0a,TA0002 T1059 T1059.004,4.0
617,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 33 33 30 0d 0a,TA0002 T1059 T1059.004,4.0
618,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 31 38 37 34 0d 0a,TA0002 T1059 T1059.004,4.0
619,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 34 32 38 0d 0a,TA0002 T1059 T1059.004,4.0
620,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 36 33 35 36 0d 0a,TA0002 T1059 T1059.004,4.0
621,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 34 37 36 0d 0a,TA0002 T1059 T1059.004,4.0
622,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 38 35 31 0d 0a,TA0002 T1059 T1059.004,4.0
623,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 31 36 36 34 0d 0a,TA0002 T1059 T1059.004,4.0
624,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 32 32 31 0d 0a,TA0002 T1059 T1059.004,4.0
625,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 31 31 34 0d 0a,TA0002 T1059 T1059.004,4.0
626,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 37 34 34 0d 0a,TA0002 T1059 T1059.004,4.0
627,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 32 38 32 0d 0a,TA0002 T1059 T1059.004,4.0
628,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 38 34 38 0d 0a,TA0002 T1059 T1059.004,4.0
629,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 30 36 33 33 0d 0a,TA0002 T1059 T1059.004,4.0
630,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 38 32 31 0d 0a,TA0002 T1059 T1059.004,4.0
631,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 36 31 33 34 0d 0a,TA0002 T1059 T1059.004,4.0
632,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 33 38 33 36 0d 0a,TA0002 T1059 T1059.004,4.0
633,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 32 33 37 38 0d 0a,TA0002 T1059 T1059.004,4.0
634,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 32 34 36 38 0d 0a,TA0002 T1059 T1059.004,4.0
635,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 34 34 32 0d 0a,TA0002 T1059 T1059.004,4.0
636,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 31 31 33 37 0d 0a,TA0002 T1059 T1059.004,4.0
637,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 35 35 32 0d 0a,TA0002 T1059 T1059.004,4.0
638,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 35 31 36 30 0d 0a,TA0002 T1059 T1059.004,4.0
639,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 38 37 30 0d 0a,TA0002 T1059 T1059.004,4.0
640,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 36 30 30 31 0d 0a,TA0002 T1059 T1059.004,4.0
641,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 33 33 35 33 0d 0a,TA0002 T1059 T1059.004,4.0
642,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 37 38 31 30 0d 0a,TA0002 T1059 T1059.004,4.0
643,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 34 34 34 38 0d 0a,TA0002 T1059 T1059.004,4.0
644,2e 2e 0d 0a 6c 69 6e 75 78 73 68 65 6c 6c 0d 0a 73 68 65 6c 6c 0d 0a 65 6e 61 62 6c 65 0d 0a 73 79 73 74 65 6d 0d 0a 68 6f 73 74 6e 61 6d 65 20 53 45 46 41 5f 49 44 3a 38 37 38 34 0d 0a,TA0002 T1059 T1059.004,4.0
