,Packet_payload,TTP
174,53 53 48 2d 31 2e 39 39 2d 33 2e 32 2e 39 20 53 53 48 20 53 65 63 75 72 65 20 53 68 65 6c 6c 20 66 6f 72 20 57 69 6e 64 6f 77 73 0a 00 00 00 0c 06 02 00 00 00 00 c9 82 49 b3 c0 0c 00 00 01 3c 08 14 1d 19 88 64 02 98 13 e5 eb 95 b6 4b f0 58 34 44 00 00 00 1a 64 69 66 66 69 65 2d 68 65 6c 6c 6d 61 6e 2d 67 72 6f 75 70 31 2d 73 68 61 31 00 00 00 2f 73 73 68 2d 64 73 73 2c 73 73 68 2d 72 73 61 2c 78 35 30 39 76 33 2d 73 69 67 6e 2d 64 73 73 2c 78 35 30 39 76 33 2d 73 69 67 6e 2d 72 73 61 00 00 00 40 61 65 73 31 32 38 2d 63 62 63 2c 33 64 65 73 2d 63 62 63 2c 62 6c 6f 77 66 69 73 68 2d 63 62 63 2c 63 61 73 74 31 32 38 2d 63 62 63 2c 74 77 6f 66 69 73 68 2d 63 62 63 2c 61 72 63 66 6f 75 72 00 00 00 40 61 65 73 31 32 38 2d 63 62 63 2c 33 64 65 73 2d 63 62 63 2c 62 6c 6f 77 66 69 73 68 2d 63 62 63 2c 63 61 73 74 31 32 38 2d 63 62 63 2c 74 77 6f 66 69 73 68 2d 63 62 63 2c 61 72 63 66 6f 75 72 00 00 00 12 68 6d 61 63 2d 6d 64 35 2c 68 6d 61 63 2d 73 68 61 31 00 00 00 12 68 6d 61 63 2d 6d 64 35 2c 68 6d 61 63 2d 73 68 61 31 00 00 00 04 6e 6f 6e 65 00 00 00 04 6e 6f 6e 65 00 00 00 00 00 00 00 00 00 00 00 00 00 42 88 6a 71 c6 d3 eb 9f 00 00 00 0c 06 02 00 00 00 00 84 be 9f 3d a5 4e 00 00 00 8c 05 1e 00 00 00 81 00 dc e6 48 ff db 38 1e b4 f2 08 c7 20 e3 be 05 61 f1 9e 91 74 d0 9c e3 dc 6c d2 7f 94 af 95 8b 07 f4 00 39 1d 7b c9 83 e7 9d 07 12 a0 9f 66 f3 a9 e3 e1 58 14 79 c4 74 42 32 69 39 cf a9 d3 bf a0 b0 42 8d d3 29 a6 46 49 b5 eb 2a 55 21 d3 f5 21 fc 4f 27 15 d7 92 4f ee b6 b3 59 39 be 40 4b 33 95 44 e3 91 c2 1f 40 57 11 ec 7c 50 fb 1e a7 06 a0 44 90 fd af 6b 61 ff 95 14 ba 16 19 fd 25 46 c8 44 40 65 78,TA0001 T1190 T1190.000
175,43 4c 4e 54 20 4e 63 46 54 50 4c 73 20 33 2e 32 2e 35 20 6c 69 6e 75 78 2d 61 72 6d 76 37 6c 2d 67 6c 69 62 63 32 2e 32 32 0d 0a,TA0011 T1071 T1071.002
176,43 4c 4e 54 20 4e 63 46 54 50 50 75 74 20 33 2e 32 2e 35 20 57 69 6e 64 6f 77 73 0d 0a,TA0011 T1071 T1071.002
177,43 52 4c 46 43 52 4c 46,TA0011 T1071 T1071.002
178,71 75 69 74 0a 43 52 4c 46 43 52 4c 46,TA0011 T1071 T1071.002
179,50 41 53 53 20 31 71 61 7a 32 77 73 78 0d 0a,TA0006 T1110 T1110.000
180,50 41 53 53 20 31 33 31 34 35 32 30 0d 0a,TA0006 T1110 T1110.000
181,50 41 53 53 20 75 73 65 72 31 32 33 31 32 33 0d 0a,TA0006 T1110 T1110.000
182,50 41 53 53 20 69 6c 6f 76 65 79 6f 75 0d 0a,TA0006 T1110 T1110.000
183,50 41 53 53 20 6d 61 72 74 69 6e 0d 0a,TA0006 T1110 T1110.000
184,50 41 53 53 20 31 31 31 0d 0a,TA0006 T1110 T1110.000
185,50 41 53 53 20 67 6c 66 74 70 64 0d 0a,TA0006 T1110 T1110.000
186,50 41 53 53 20 58 54 4d 34 53 0d 0a,TA0006 T1110 T1110.000
187,50 41 53 53 20 64 65 76 69 63 65 0d 0a,TA0006 T1110 T1110.000
188,50 41 53 53 20 77 6c 70 69 73 79 73 74 65 6d 0d 0a,TA0006 T1110 T1110.000
189,50 41 53 53 20 72 6f 6f 74 32 30 31 38 0d 0a,TA0006 T1110 T1110.000
190,50 41 53 53 20 75 73 65 72 31 32 33 32 30 31 38 0d 0a,TA0006 T1110 T1110.000
191,50 41 53 53 20 68 6f 6f 74 65 72 73 0d 0a,TA0006 T1110 T1110.000
192,50 41 53 53 20 73 63 6f 72 70 69 6f 6e 0d 0a,TA0006 T1110 T1110.000
193,50 41 53 53 20 77 65 6c 63 6f 6d 65 0d 0a,TA0006 T1110 T1110.000
194,50 41 53 53 20 31 32 33 31 32 33 31 32 33 0d 0a,TA0006 T1110 T1110.000
195,50 41 53 53 20 77 77 77 72 6f 6f 74 21 0d 0a,TA0006 T1110 T1110.000
196,50 41 53 53 20 70 70 70 70 70 70 0d 0a,TA0006 T1110 T1110.000
197,50 41 53 53 20 64 72 65 61 6d 62 6f 78 0d 0a,TA0006 T1110 T1110.000
198,50 41 53 53 20 77 75 31 32 33 34 35 36 0d 0a,TA0006 T1110 T1110.000
199,50 41 53 53 20 62 61 63 6b 77 61 72 64 0d 0a,TA0006 T1110 T1110.000
200,50 41 53 53 20 77 77 77 31 0d 0a,TA0006 T1110 T1110.000
201,50 41 53 53 20 31 32 31 32 31 32 0d 0a,TA0006 T1110 T1110.000
202,50 41 53 53 20 64 65 72 6f 6b 30 31 30 31 30 31 0d 0a,TA0006 T1110 T1110.000
203,50 41 53 53 20 64 61 74 61 21 0d 0a,TA0006 T1110 T1110.000
204,50 41 53 53 20 6d 6f 6e 6b 65 79 0d 0a,TA0006 T1110 T1110.000
205,50 41 53 53 20 41 44 4d 49 4e 0d 0a,TA0006 T1110 T1110.000
206,50 41 53 53 20 77 77 77 72 6f 6f 74 77 77 77 72 6f 6f 74 0d 0a,TA0006 T1110 T1110.000
207,50 41 53 53 20 74 65 73 74 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
208,50 41 53 53 20 70 6f 73 74 67 72 65 73 0d 0a,TA0006 T1110 T1110.000
209,50 41 53 53 20 77 77 31 31 31 31 31 31 0d 0a,TA0006 T1110 T1110.000
210,50 41 53 53 20 77 6f 61 69 77 6f 6c 61 6f 70 6f 0d 0a,TA0006 T1110 T1110.000
211,50 41 53 53 20 31 39 38 36 31 30 31 38 0d 0a,TA0006 T1110 T1110.000
212,50 41 53 53 20 77 65 62 32 30 31 35 0d 0a,TA0006 T1110 T1110.000
213,50 41 53 53 20 73 75 70 65 72 75 73 65 72 0d 0a,TA0006 T1110 T1110.000
214,50 41 53 53 20 71 31 77 32 65 33 0d 0a,TA0006 T1110 T1110.000
215,50 41 53 53 20 31 71 32 77 33 65 34 72 35 74 0d 0a,TA0006 T1110 T1110.000
216,50 41 53 53 20 61 73 64 66 67 68 0d 0a,TA0006 T1110 T1110.000
217,50 41 53 53 20 35 31 32 30 31 33 31 34 0d 0a,TA0006 T1110 T1110.000
218,50 41 53 53 20 77 77 77 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
219,50 41 53 53 20 37 37 37 37 37 37 37 0d 0a,TA0006 T1110 T1110.000
220,50 41 53 53 20 69 6e 74 65 72 6e 65 74 0d 0a,TA0006 T1110 T1110.000
221,50 41 53 53 20 64 61 6e 69 65 6c 0d 0a,TA0006 T1110 T1110.000
222,50 41 53 53 20 61 6e 64 72 65 77 0d 0a,TA0006 T1110 T1110.000
223,50 41 53 53 20 70 65 74 65 72 0d 0a,TA0006 T1110 T1110.000
224,50 41 53 53 20 61 64 6d 69 6e 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
225,50 41 53 53 20 31 39 38 36 31 30 32 35 0d 0a,TA0006 T1110 T1110.000
226,50 41 53 53 20 63 6a 6d 61 73 74 65 72 69 6e 66 0d 0a,TA0006 T1110 T1110.000
227,50 41 53 53 20 74 65 73 74 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
228,50 41 53 53 20 31 31 31 61 61 61 0d 0a,TA0006 T1110 T1110.000
229,50 41 53 53 20 64 62 64 62 0d 0a,TA0006 T1110 T1110.000
230,50 41 53 53 20 46 30 30 74 62 40 31 31 0d 0a,TA0006 T1110 T1110.000
231,50 41 53 53 20 31 31 39 39 31 31 0d 0a,TA0006 T1110 T1110.000
232,50 41 53 53 20 31 39 38 35 31 32 31 32 0d 0a,TA0006 T1110 T1110.000
233,50 41 53 53 20 61 64 6d 69 6e 69 73 74 72 61 74 6f 72 31 0d 0a,TA0006 T1110 T1110.000
234,50 41 53 53 20 75 73 65 72 31 32 33 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
235,50 41 53 53 20 77 77 77 2d 64 61 74 61 77 77 77 2d 64 61 74 61 0d 0a,TA0006 T1110 T1110.000
236,50 41 53 53 20 39 32 38 33 37 34 36 0d 0a,TA0006 T1110 T1110.000
237,50 41 53 53 20 31 70 69 75 34 70 75 69 0d 0a,TA0006 T1110 T1110.000
238,50 41 53 53 20 64 61 6e 64 61 6e 0d 0a,TA0006 T1110 T1110.000
239,50 41 53 53 20 31 32 33 34 35 36 6d 0d 0a,TA0006 T1110 T1110.000
240,50 41 53 53 20 41 49 31 32 33 34 35 36 0d 0a,TA0006 T1110 T1110.000
241,50 41 53 53 20 61 62 63 64 31 32 33 34 0d 0a,TA0006 T1110 T1110.000
242,50 41 53 53 20 42 69 73 6d 69 6c 6c 61 68 0d 0a,TA0006 T1110 T1110.000
243,50 41 53 53 20 65 6e 65 6d 79 0d 0a,TA0006 T1110 T1110.000
244,50 41 53 53 20 64 65 66 61 75 6c 74 0d 0a,TA0006 T1110 T1110.000
245,50 41 53 53 20 50 61 73 73 77 30 72 64 0d 0a,TA0006 T1110 T1110.000
246,50 41 53 53 20 75 73 65 72 31 32 33 0d 0a,TA0006 T1110 T1110.000
247,50 41 53 53 20 31 32 33 61 61 61 0d 0a,TA0006 T1110 T1110.000
248,50 41 53 53 20 31 35 39 33 35 37 34 35 36 0d 0a,TA0006 T1110 T1110.000
249,50 41 53 53 20 41 64 6d 69 6e 41 64 6d 69 6e 0d 0a,TA0006 T1110 T1110.000
250,50 41 53 53 20 37 38 39 34 35 36 31 32 33 0d 0a,TA0006 T1110 T1110.000
251,50 41 53 53 20 63 6f 6e 66 65 72 65 6e 63 69 6e 67 0d 0a,TA0006 T1110 T1110.000
252,50 41 53 53 20 32 30 30 34 32 31 30 0d 0a,TA0006 T1110 T1110.000
253,50 41 53 53 20 61 6e 6f 6e 79 6d 6f 75 73 0d 0a,TA0006 T1110 T1110.000
254,50 41 53 53 20 74 61 6c 65 6e 74 0d 0a,TA0006 T1110 T1110.000
255,50 41 53 53 20 31 35 39 33 35 37 0d 0a,TA0006 T1110 T1110.000
256,50 41 53 53 20 4e 49 41 49 57 4f 4d 41 0d 0a,TA0006 T1110 T1110.000
257,50 41 53 53 20 77 77 77 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
258,50 41 53 53 20 77 77 77 32 30 31 35 0d 0a,TA0006 T1110 T1110.000
259,50 41 53 53 20 72 6f 6f 74 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
260,50 41 53 53 20 31 31 31 31 31 31 0d 0a,TA0006 T1110 T1110.000
261,50 41 53 53 20 42 4c 55 45 41 49 52 57 4f 4c 46 0d 0a,TA0006 T1110 T1110.000
262,50 41 53 53 20 35 35 35 35 35 0d 0a,TA0006 T1110 T1110.000
263,50 41 53 53 20 7a 31 32 33 31 32 33 0d 0a,TA0006 T1110 T1110.000
264,50 41 53 53 20 30 30 30 2e 2e 2e 0d 0a,TA0006 T1110 T1110.000
265,50 41 53 53 20 71 61 7a 78 73 77 65 64 63 60 31 32 33 0d 0a,TA0006 T1110 T1110.000
266,50 41 53 53 20 31 32 33 34 35 0d 0a,TA0006 T1110 T1110.000
267,50 41 53 53 20 64 65 76 72 79 0d 0a,TA0006 T1110 T1110.000
268,50 41 53 53 20 61 64 6d 69 6e 21 0d 0a,TA0006 T1110 T1110.000
269,50 41 53 53 20 6f 70 65 72 61 74 69 6f 6e 0d 0a,TA0006 T1110 T1110.000
270,50 41 53 53 20 78 69 61 6f 6a 69 61 6e 0d 0a,TA0006 T1110 T1110.000
271,50 41 53 53 20 31 31 32 32 31 31 0d 0a,TA0006 T1110 T1110.000
272,50 41 53 53 20 31 30 32 39 33 38 34 37 35 36 0d 0a,TA0006 T1110 T1110.000
273,50 41 53 53 20 65 6d 61 69 6c 40 65 6d 61 69 6c 2e 63 6f 6d 0d 0a,TA0006 T1110 T1110.000
274,50 41 53 53 20 75 73 65 72 32 30 31 38 0d 0a,TA0006 T1110 T1110.000
275,50 41 53 53 20 6c 69 76 65 72 70 6f 6f 6c 0d 0a,TA0006 T1110 T1110.000
276,50 41 53 53 20 31 32 33 33 32 31 0d 0a,TA0006 T1110 T1110.000
277,50 41 53 53 20 61 6e 6f 6e 79 6d 6f 75 73 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
278,50 41 53 53 20 6c 69 6e 64 61 30 36 30 38 0d 0a,TA0006 T1110 T1110.000
279,50 41 53 53 20 77 69 6e 64 6f 77 73 0d 0a,TA0006 T1110 T1110.000
280,50 41 53 53 20 31 39 38 34 31 30 31 36 0d 0a,TA0006 T1110 T1110.000
281,50 41 53 53 20 77 6f 61 69 6e 69 31 31 30 0d 0a,TA0006 T1110 T1110.000
282,50 41 53 53 20 31 39 38 35 31 30 0d 0a,TA0006 T1110 T1110.000
283,50 41 53 53 20 6e 74 70 75 70 64 61 74 65 0d 0a,TA0006 T1110 T1110.000
284,50 41 53 53 20 77 65 62 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
285,50 41 53 53 20 31 39 38 32 31 31 0d 0a,TA0006 T1110 T1110.000
286,50 41 53 53 20 77 77 77 72 6f 6f 74 31 32 33 0d 0a,TA0006 T1110 T1110.000
287,50 41 53 53 20 77 61 6e 67 79 61 6e 0d 0a,TA0006 T1110 T1110.000
288,50 41 53 53 20 73 74 61 72 74 72 65 6b 0d 0a,TA0006 T1110 T1110.000
289,50 41 53 53 20 74 65 73 74 32 30 31 38 0d 0a,TA0006 T1110 T1110.000
290,50 41 53 53 20 66 74 70 40 65 78 61 6d 70 6c 65 2e 6f 72 67 0d 0a,TA0006 T1110 T1110.000
291,50 41 53 53 20 71 61 7a 77 73 78 65 64 63 0d 0a,TA0006 T1110 T1110.000
292,50 41 53 53 20 31 32 33 31 32 33 71 0d 0a,TA0006 T1110 T1110.000
293,50 41 53 53 20 61 64 6d 69 6e 69 73 74 72 61 74 6f 72 32 30 31 35 0d 0a,TA0006 T1110 T1110.000
294,50 41 53 53 20 77 77 77 2d 64 61 74 61 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
295,50 41 53 53 20 64 61 74 61 64 61 74 61 0d 0a,TA0006 T1110 T1110.000
296,50 41 53 53 20 74 65 73 74 72 6f 6f 74 0d 0a,TA0006 T1110 T1110.000
297,50 41 53 53 20 61 6e 6f 6e 79 6d 6f 75 73 40 0d 0a,TA0006 T1110 T1110.000
298,50 41 53 53 20 70 72 69 6e 63 65 73 73 0d 0a,TA0006 T1110 T1110.000
299,50 41 53 53 20 35 35 35 35 35 35 35 0d 0a,TA0006 T1110 T1110.000
300,50 41 53 53 20 71 77 65 72 74 79 31 32 33 0d 0a,TA0006 T1110 T1110.000
301,50 41 53 53 20 77 77 77 72 6f 6f 74 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
302,50 41 53 53 20 41 64 6d 69 6e 0d 0a,TA0006 T1110 T1110.000
303,50 41 53 53 20 72 61 70 70 6f 72 74 0d 0a,TA0006 T1110 T1110.000
304,50 41 53 53 20 32 31 30 32 30 30 32 0d 0a,TA0006 T1110 T1110.000
305,50 41 53 53 20 61 64 6d 0d 0a,TA0006 T1110 T1110.000
306,50 41 53 53 20 70 61 73 73 77 6f 72 64 31 0d 0a,TA0006 T1110 T1110.000
307,50 41 53 53 20 42 65 73 74 31 5f 55 73 65 72 0d 0a,TA0006 T1110 T1110.000
308,50 41 53 53 20 31 39 38 36 31 31 32 35 0d 0a,TA0006 T1110 T1110.000
309,50 41 53 53 20 71 77 65 72 74 79 75 69 6f 70 0d 0a,TA0006 T1110 T1110.000
310,50 41 53 53 20 32 30 30 38 35 32 30 30 38 35 0d 0a,TA0006 T1110 T1110.000
311,50 41 53 53 20 77 65 62 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
312,50 41 53 53 20 66 74 70 32 30 31 38 0d 0a,TA0006 T1110 T1110.000
313,50 41 53 53 20 31 32 33 34 35 36 37 38 0d 0a,TA0006 T1110 T1110.000
314,50 41 53 53 20 77 77 77 72 6f 6f 74 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
315,50 41 53 53 20 77 65 62 32 30 31 38 0d 0a,TA0006 T1110 T1110.000
316,50 41 53 53 20 48 55 41 4e 47 77 65 69 0d 0a,TA0006 T1110 T1110.000
317,50 41 53 53 20 61 71 77 65 35 31 38 39 35 31 0d 0a,TA0006 T1110 T1110.000
318,50 41 53 53 20 31 36 38 39 39 31 36 38 0d 0a,TA0006 T1110 T1110.000
319,50 41 53 53 20 74 65 73 74 0d 0a,TA0006 T1110 T1110.000
320,50 41 53 53 20 31 32 33 31 32 33 0d 0a,TA0006 T1110 T1110.000
321,50 41 53 53 20 77 61 6e 67 73 68 75 61 69 0d 0a,TA0006 T1110 T1110.000
322,50 41 53 53 20 61 64 6d 69 6e 0d 0a,TA0006 T1110 T1110.000
323,50 41 53 53 20 77 65 62 31 32 33 0d 0a,TA0006 T1110 T1110.000
324,50 41 53 53 20 40 61 6e 6f 6e 79 6d 6f 75 73 0d 0a 4c 49 53 54 0d 0a,TA0006 T1110 T1110.000
325,50 41 53 53 20 7a 78 63 76 31 32 33 34 0d 0a,TA0006 T1110 T1110.000
326,50 41 53 53 20 72 6f 6f 74 72 6f 6f 74 0d 0a,TA0006 T1110 T1110.000
327,50 41 53 53 20 31 33 31 34 35 32 31 35 32 31 0d 0a,TA0006 T1110 T1110.000
328,50 41 53 53 20 70 61 73 73 77 6f 72 64 21 0d 0a,TA0006 T1110 T1110.000
329,50 41 53 53 20 32 31 30 0d 0a,TA0006 T1110 T1110.000
330,50 41 53 53 20 67 75 65 73 74 0d 0a,TA0006 T1110 T1110.000
331,50 41 53 53 20 77 65 62 21 0d 0a,TA0006 T1110 T1110.000
332,50 41 53 53 20 31 32 33 71 77 65 21 40 23 0d 0a,TA0006 T1110 T1110.000
333,50 41 53 53 20 61 73 64 66 67 68 6a 6b 6c 0d 0a,TA0006 T1110 T1110.000
334,50 41 53 53 20 62 6f 74 68 0d 0a,TA0006 T1110 T1110.000
335,50 41 53 53 20 66 74 70 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
336,50 41 53 53 20 74 6f 6b 6f 73 0d 0a,TA0006 T1110 T1110.000
337,50 41 53 53 20 54 65 73 74 31 32 33 0d 0a,TA0006 T1110 T1110.000
338,50 41 53 53 20 71 61 7a 78 73 77 65 64 63 0d 0a,TA0006 T1110 T1110.000
339,50 41 53 53 20 35 32 30 31 33 31 34 33 33 34 34 0d 0a,TA0006 T1110 T1110.000
340,50 41 53 53 20 31 31 32 32 33 33 0d 0a,TA0006 T1110 T1110.000
341,50 41 53 53 20 66 74 70 31 0d 0a,TA0006 T1110 T1110.000
342,50 41 53 53 20 31 32 33 34 35 35 0d 0a,TA0006 T1110 T1110.000
343,50 41 53 53 20 39 39 39 39 39 39 0d 0a,TA0006 T1110 T1110.000
344,50 41 53 53 20 61 64 6d 69 6e 69 73 74 72 61 74 6f 72 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
345,50 41 53 53 20 38 36 38 36 38 36 0d 0a,TA0006 T1110 T1110.000
346,50 41 53 53 20 64 62 32 61 64 6d 69 6e 0d 0a,TA0006 T1110 T1110.000
347,50 41 53 53 20 31 39 38 36 31 32 32 30 0d 0a,TA0006 T1110 T1110.000
348,50 41 53 53 20 6e 75 6c 6c 0d 0a,TA0006 T1110 T1110.000
349,50 41 53 53 20 30 30 30 30 30 30 0d 0a,TA0006 T1110 T1110.000
350,50 41 53 53 20 37 38 39 36 35 34 31 32 33 0d 0a,TA0006 T1110 T1110.000
351,50 41 53 53 20 77 77 77 0d 0a,TA0006 T1110 T1110.000
352,50 41 53 53 20 31 39 38 36 31 32 32 35 0d 0a,TA0006 T1110 T1110.000
353,50 41 53 53 20 61 64 6d 69 6e 69 73 74 72 61 74 6f 72 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
354,50 41 53 53 20 31 32 33 34 35 36 0d 0a,TA0006 T1110 T1110.000
355,50 41 53 53 20 31 32 33 32 35 38 0d 0a,TA0006 T1110 T1110.000
356,50 41 53 53 20 31 33 34 32 0d 0a,TA0006 T1110 T1110.000
357,50 41 53 53 20 6e 31 73 6b 6a 30 73 70 0d 0a,TA0006 T1110 T1110.000
358,50 41 53 53 20 73 75 70 65 72 6d 61 6e 0d 0a,TA0006 T1110 T1110.000
359,50 41 53 53 20 66 74 70 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
360,50 41 53 53 20 6b 72 61 7a 79 0d 0a,TA0006 T1110 T1110.000
361,50 41 53 53 20 31 32 33 71 77 65 31 32 33 0d 0a,TA0006 T1110 T1110.000
362,50 41 53 53 20 78 69 68 75 61 6e 6e 69 0d 0a,TA0006 T1110 T1110.000
363,50 41 53 53 20 77 77 77 72 6f 6f 74 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
364,50 41 53 53 20 61 64 6d 69 6e 69 73 74 72 61 74 6f 72 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
365,50 41 53 53 20 61 64 6d 69 6e 32 30 31 38 0d 0a,TA0006 T1110 T1110.000
366,50 41 53 53 20 31 39 38 34 31 30 32 36 0d 0a,TA0006 T1110 T1110.000
367,50 41 53 53 20 48 50 53 75 70 70 6f 72 74 0d 0a,TA0006 T1110 T1110.000
368,50 41 53 53 20 62 65 61 74 6c 65 73 0d 0a,TA0006 T1110 T1110.000
369,50 41 53 53 20 61 6e 6f 6e 79 6d 6f 75 73 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
370,50 41 53 53 20 4c 4f 56 45 35 32 30 31 33 31 34 0d 0a,TA0006 T1110 T1110.000
371,50 41 53 53 20 41 64 6d 69 6e 31 32 33 0d 0a,TA0006 T1110 T1110.000
372,50 41 53 53 20 61 6e 6f 6e 79 6d 6f 75 73 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
373,50 41 53 53 20 61 64 6d 30 34 30 30 0d 0a,TA0006 T1110 T1110.000
374,50 41 53 53 20 77 77 77 2d 64 61 74 61 31 0d 0a,TA0006 T1110 T1110.000
375,50 41 53 53 20 32 31 30 31 39 39 39 0d 0a,TA0006 T1110 T1110.000
376,50 41 53 53 20 72 6f 6f 74 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
377,50 41 53 53 20 74 6f 6d 63 61 74 0d 0a,TA0006 T1110 T1110.000
378,50 41 53 53 20 64 62 31 0d 0a,TA0006 T1110 T1110.000
379,50 41 53 53 20 75 73 65 72 31 32 33 32 30 31 35 0d 0a,TA0006 T1110 T1110.000
380,50 41 53 53 20 7a 68 61 6e 67 62 69 6e 0d 0a,TA0006 T1110 T1110.000
381,50 41 53 53 20 74 6f 6f 72 0d 0a,TA0006 T1110 T1110.000
382,50 41 53 53 20 77 77 77 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
383,50 41 53 53 20 41 64 6d 69 6e 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
384,50 41 53 53 20 75 73 65 72 31 32 33 21 0d 0a,TA0006 T1110 T1110.000
385,50 41 53 53 20 62 61 63 6b 64 6f 6f 72 0d 0a,TA0006 T1110 T1110.000
386,50 41 53 53 20 41 64 6d 69 6e 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
387,50 41 53 53 20 31 71 32 77 33 65 0d 0a,TA0006 T1110 T1110.000
388,50 41 53 53 20 71 77 65 72 31 32 33 0d 0a,TA0006 T1110 T1110.000
389,50 41 53 53 20 65 6d 61 63 68 69 6e 65 73 0d 0a,TA0006 T1110 T1110.000
390,50 41 53 53 20 64 61 74 61 32 30 31 36 0d 0a,TA0006 T1110 T1110.000
391,50 41 53 53 20 77 77 77 72 6f 6f 74 31 0d 0a,TA0006 T1110 T1110.000
392,50 41 53 53 20 36 39 36 39 36 39 0d 0a,TA0006 T1110 T1110.000
393,50 41 53 53 20 71 61 7a 77 73 78 0d 0a,TA0006 T1110 T1110.000
394,50 41 53 53 20 64 61 74 61 31 0d 0a,TA0006 T1110 T1110.000
395,50 41 53 53 20 77 61 6e 67 68 61 6f 0d 0a,TA0006 T1110 T1110.000
396,50 41 53 53 20 31 39 38 36 31 31 32 33 0d 0a,TA0006 T1110 T1110.000
397,50 41 53 53 20 76 69 63 74 6f 72 69 61 0d 0a,TA0006 T1110 T1110.000
398,50 41 53 53 20 31 32 33 31 32 0d 0a,TA0006 T1110 T1110.000
399,50 41 53 53 20 77 77 77 2d 64 61 74 61 0d 0a,TA0006 T1110 T1110.000
400,50 41 53 53 20 61 64 6d 69 6e 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
401,50 41 53 53 20 71 77 65 72 30 31 30 34 30 33 0d 0a,TA0006 T1110 T1110.000
402,50 41 53 53 20 66 74 70 21 0d 0a,TA0006 T1110 T1110.000
403,50 41 53 53 20 41 64 6d 69 6e 21 0d 0a,TA0006 T1110 T1110.000
404,50 41 53 53 20 33 35 33 33 0d 0a,TA0006 T1110 T1110.000
405,50 41 53 53 20 70 40 35 35 77 30 72 64 0d 0a,TA0006 T1110 T1110.000
406,50 41 53 53 20 75 73 65 72 31 32 33 32 30 31 37 0d 0a,TA0006 T1110 T1110.000
407,50 41 53 53 20 75 73 65 72 3a 29 0d 0a,TA0006 T1110 T1110.000
408,50 41 53 53 20 71 61 7a 77 73 78 65 64 63 72 66 76 0d 0a,TA0006 T1110 T1110.000
409,50 41 53 53 20 73 79 73 61 64 6d 69 6e 0d 0a,TA0006 T1110 T1110.000
410,50 41 53 53 20 31 31 31 31 31 32 32 32 32 32 0d 0a,TA0006 T1110 T1110.000
411,50 41 53 53 20 72 6f 6c 65 31 0d 0a,TA0006 T1110 T1110.000
412,50 41 53 53 20 77 77 77 2d 64 61 74 61 32 30 31 39 0d 0a,TA0006 T1110 T1110.000
413,50 41 53 53 20 66 74 70 32 30 31 35 0d 0a,TA0006 T1110 T1110.000
414,50 41 53 53 20 38 38 38 38 38 38 38 38 38 0d 0a,TA0006 T1110 T1110.000
415,50 41 53 53 20 31 32 33 34 35 36 37 38 39 30 0d 0a,TA0006 T1110 T1110.000
416,50 41 53 53 20 35 32 30 31 33 31 34 37 38 39 0d 0a,TA0006 T1110 T1110.000
417,50 41 53 53 20 71 77 65 72 74 0d 0a,TA0006 T1110 T1110.000
418,50 41 53 53 20 6c 6f 6c 0d 0a,TA0006 T1110 T1110.000
419,50 41 53 53 20 61 64 6d 69 6e 61 64 6d 69 6e 0d 0a,TA0006 T1110 T1110.000
420,50 41 53 53 20 38 38 38 38 38 38 38 0d 0a,TA0006 T1110 T1110.000
421,50 41 53 53 20 77 65 62 0d 0a,TA0006 T1110 T1110.000
422,50 41 53 53 20 56 69 63 74 6f 72 69 61 0d 0a,TA0006 T1110 T1110.000
423,50 41 53 53 20 64 61 74 61 32 30 31 35 0d 0a,TA0006 T1110 T1110.000
424,50 41 53 53 20 61 64 6d 69 6e 31 32 33 0d 0a,TA0006 T1110 T1110.000
425,50 41 53 53 20 57 31 4e 44 4f 57 53 0d 0a,TA0006 T1110 T1110.000
426,50 41 53 53 20 33 31 35 33 31 35 0d 0a,TA0006 T1110 T1110.000
427,50 41 53 53 20 72 6f 6f 74 32 30 31 35 0d 0a,TA0006 T1110 T1110.000
